长沙,天心区,羊家将(冬瓜山店),star_40,4.19,369,￥92,4.19,4.17,4.3,http://www.dianping.com/shop/G7C4rrX5Try7I5JM,烤串,劳动广场/书院路,裕南街201号冬瓜山二条巷和裕南街交叉口
长沙,天心区,老三毛烧烤(向东南路店),star_35,3.53,17,￥71,3.58,3.68,3.52,http://www.dianping.com/shop/H9NoWl2kdOC0GwDd,湘菜,黄土岭,向东南路31号
长沙,天心区,烤一排骨,star_35,3.66,35,￥47,3.71,3.54,3.67,http://www.dianping.com/shop/G5nmZkJnBFpe6xkf,融合烤肉,新省政府,迎新路汇友车行西30米
长沙,天心区,周记烧烤城,star_35,3.56,7,,3.55,3.48,3.55,http://www.dianping.com/shop/H1rIEqC9Osyj7Ouh,烤串,芙蓉南路沿线,青园路学生公寓27栋2号房屋
长沙,天心区,陈福记烧烤,star_35,3.52,1,,3.52,3.52,3.53,http://www.dianping.com/shop/H2FQjYQuYuTh9vwv,烧烤烤串,劳动广场/书院路,白沙路十八味口味蛇旁
长沙,天心区,岳阳烧烤(科院店),star_30,3.47,1,,3.46,3.47,3.46,http://www.dianping.com/shop/G4gqwNM5BSrz4plr,烤串,暮云镇,暮云街道莲华村柞树塘组469号4号门面
长沙,天心区,岳阳烤鱼烧烤,star_35,3.57,1,,3.57,3.57,3.57,http://www.dianping.com/shop/l9N0guUY14Qxrwis,烤串,劳动广场/书院路,执念私人影院
长沙,天心区,张师傅脆皮五花肉(黄兴步行街店),star_35,3.6,55,￥25,3.85,3.66,3.72,http://www.dianping.com/shop/H4FiUxgHpemPMLCr,拉美烤肉,黄兴路步行街,文和里大长沙美食城寨
长沙,天心区,牛犇四牛烧烤(东瓜山店),star_35,3.98,197,￥79,4.05,3.88,4.03,http://www.dianping.com/shop/H87jaO4Rn1oBhFNf,烧烤烤串,劳动广场/书院路,长沙市天心区裕南街街道东电社区东瓜山二村35栋门面
长沙,天心区,岳阳三毛烧烤,star_35,3.52,1,,3.52,3.52,3.52,http://www.dianping.com/shop/l7L9DpXQ2Xn5FOKX,烤串,友阿奥特莱斯,同升街道金井小区A-31栋二单元
长沙,天心区,堕落街兄弟烧烤,star_35,3.76,14,,3.77,3.29,3.67,http://www.dianping.com/shop/k1wcLmBD3MvDJJ6m,烧烤烤串,司门口,卫国街1号
